"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Y939HY35","journalArticle","2014","Kasuya, Motohiro; Kurihara, Kazue","Characterization of Ferrocene-Modified Electrode Using Electrochemical Surface Forces Apparatus","Langmuir","","0743-7463, 1520-5827","10.1021/la5009347","https://pubs.acs.org/doi/10.1021/la5009347","","2014-06-24","2025-04-14 18:38:28","2025-04-14 18:38:28","2025-04-14 18:38:28","7093-7097","","24","30","","Langmuir","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NGNWZQHZ","journalArticle","2013","","Back cover","Journal of Materials Chemistry B","","2050-750X, 2050-7518","10.1039/c3tb90082g","https://xlink.rsc.org/?DOI=c3tb90082g","","2013","2025-04-14 18:38:29","2025-04-14 18:38:29","2025-04-14 18:38:29","3717","","30","1","","J. Mater. Chem. B","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2DHU9ZI","journalArticle","2000","Jensen, J. M.; Gerdes, L. U.; Jensen, H. K.; Christiansen, T. M.; Brorholt‐Petersen, J. U.; Faergeman, O.","Association of coronary heart disease with age‐adjusted aortocoronary calcification in patients with familial hypercholesterolaemia","Journal of Internal Medicine","","0954-6820, 1365-2796","10.1046/j.1365-2796.2000.00630.x","https://onlinelibrary.wiley.com/doi/10.1046/j.1365-2796.2000.00630.x","Abstract.               Jensen JM, Gerdes LU, Jensen HK, Christiansen TM, Brorholt‐Petersen JU, Faergeman O (Aarhus Amtssygehus University Hospital, Aarhus, Denmark). Association of coronary heart disease with age‐adjusted aortocoronary calcification in patients with familial hypercholesterolaemia.               J Intern Med               2000;               247:               479–484.                                         Objectives.               Existing algorithms of risk of coronary heart disease (CHD) do not pertain to patients with familial hypercholesterolaemia (FH), whose arteries have been exposed to hypercholesterolaemia since birth. We studied a cohort of FH patients to compare four diagnostic models of CHD: traditional risk factors of CHD (age, sex, cholesterol, hypertension, smoking and body mass index), cholesterol year score, and aortic as well as coronary calcium measured by spiral computed tomography (CT).                                         Subjects.               We invited 88 individuals with molecularly defined FH of whom 80 (91%) decided to participate.                                         Results.               Analysis of receiver operating characteristic curves showed that the age‐adjusted coronary calcium score was more strongly associated with clinical manifestations of CHD than were traditional risk factors (               P                < 0.002), cholesterol year score (               P                << 0.0001), and the age‐adjusted aortic calcium score (               P                < 0.0004).                                         Conclusions.               Age‐adjusted coronary calcium score shows promise as an indicator of CHD in FH patients.","2000-04","2025-04-14 18:38:29","2025-04-14 18:38:29","2025-04-14 18:38:29","479-484","","4","247","","Journal of Internal Medicine","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RU4MPUZB","journalArticle","1983","Coale, Ansley J.","Recent Trends in Fertility in Less Developed Countries","Science","","0036-8075, 1095-9203","10.1126/science.6879179","https://www.science.org/doi/10.1126/science.6879179","The rate of increase of population in less developed countries accelerated rapidly from 1850 to 1960 because of a rapid decline in mortality while fertility remained high. In the 1960's, the birth rate as a whole began to decline more rapidly than the death rate—very rapidly in some populations, most notably that of China, more gradually in others, and not at all in some of the poorest populations. The momentum of growth implies continued increase in populations for several decades even in countries where fertility has fallen the most, and very large additional increases where there has been no decline in the rate of childbearing.","1983-08-26","2025-04-14 18:38:30","2025-04-14 18:38:30","2025-04-14 18:38:30","828-832","","4613","221","","Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EED8QVWR","journalArticle","1997","Rossman, Jeffrey J.","The Teikovo Cotton Workers' Strike of April 1932: Class, Gender and Identity Politics in Stalin's Russia","Russian Review","","00360341","10.2307/131485","https://www.jstor.org/stable/131485?origin=crossref","","1997-01","2025-04-14 18:38:30","2025-04-14 18:38:30","2025-04-14 18:38:30","44","","1","56","","Russian Review","The Teikovo Cotton Workers' Strike of April 1932","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYUWJXFP","journalArticle","1984","Hangloo, Ratan Lal","The Magnitude of Land Revenue Demand in Kashmir-1846 to 1900 A.D.","Social Scientist","","09700293","10.2307/3517003","https://www.jstor.org/stable/3517003?origin=crossref","","1984-06","2025-04-14 18:38:31","2025-04-14 18:38:31","2025-04-14 18:38:31","52","","6","12","","Social Scientist","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CT5ES3D","journalArticle","2016","Malvandi, A.; Moshizi, S. A.; Ganji, D. D.","Nanofluids Flow in Microchannels in Presence of Heat Source/Sink and Asymmetric Heating","Journal of Thermophysics and Heat Transfer","","0887-8722, 1533-6808","10.2514/1.T4562","https://arc.aiaa.org/doi/10.2514/1.T4562","","2016-01","2025-04-14 18:38:32","2025-04-14 18:38:32","2025-04-14 18:38:32","111-119","","1","30","","Journal of Thermophysics and Heat Transfer","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GTULH6G3","journalArticle","1970","Hartke, Klaus; Salamon, Gerhild","Heterosubstituierte Fulvene, IV Im 5‐Ring unsubstituierte 6.6‐Diamino‐fulvene","Chemische Berichte","","0009-2940","10.1002/cber.19701030120","https://onlinelibrary.wiley.com/doi/10.1002/cber.19701030120","","1970-01","2025-04-14 18:38:32","2025-04-14 18:38:32","2025-04-14 18:38:32","133-146","","1","103","","Chem. Ber.","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6SR3Y4BK","bookSection","2006","Gullion, Terry","Rotational-Echo, Double-Resonance NMR","Modern Magnetic Resonance","978-1-4020-3894-5 978-1-4020-3910-2","","","http://link.springer.com/10.1007/1-4020-3910-7_89","","2006","2025-04-14 18:38:33","2025-04-14 18:38:33","2025-04-14 18:38:33","713-718","","","","","","","","","","","Springer Netherlands","Dordrecht","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/1-4020-3910-7_89","","","","","","Webb, Graham A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJ6LLDZY","journalArticle","1981","Platt, D.; Lavie, R.","Constrained positive limit cycles in linear periodic processes","Chemical Engineering Science","","00092509","10.1016/0009-2509(81)80026-7","https://linkinghub.elsevier.com/retrieve/pii/0009250981800267","","1981","2025-04-14 18:38:33","2025-04-14 18:38:33","2025-04-14 18:38:33","1871-1875","","12","36","","Chemical Engineering Science","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5QPT9HNR","journalArticle","2014","Li, Sizhe; Lamant, Sebastien; Carlier, Julien; Toubal, Malika; Campistron, Pierre; Xu, Xiumei; Vereecke, Guy; Senez, Vincent; Thomy, Vincent; Nongaillard, Bertrand","High-Frequency Acoustic for Nanostructure Wetting Characterization","Langmuir","","0743-7463, 1520-5827","10.1021/la5013395","https://pubs.acs.org/doi/10.1021/la5013395","","2014-07-01","2025-04-14 18:38:34","2025-04-14 18:38:34","2025-04-14 18:38:34","7601-7608","","25","30","","Langmuir","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\F4X2XZMQ\Li et al. - 2014 - High-Frequency Acoustic for Nanostructure Wetting Characterization.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJWAI3IR","journalArticle","1991","Jeng, S. J.; Kotecki, D. E.; Kanicki, J.; Parks, C. C.; Tien, J.","Structure, properties, and thermal stability of <i>in</i> <i>situ</i> phosphorus-doped hydrogenated microcrystalline silicon prepared by plasma-enhanced chemical vapor deposition","Applied Physics Letters","","0003-6951, 1077-3118","10.1063/1.105148","https://pubs.aip.org/apl/article/58/15/1632/58399/Structure-properties-and-thermal-stability-of-in","The correlations between structural, chemical, electrical, optical properties of in situ phosphorus-doped hydrogenated microcrystalline silicon prepared by plasma-enhanced chemical vapor deposition have been studied by high-resolution transmission electron microscopy, secondary-ion mass spectrometry, electrical conductivity, and optical measurements. Microcrystallinity has been observed at a substrate temperature as low as 100 °C with a 1% dilution of (1% PH3/SiH4) in H2. In situ phosphorous-doped hydrogenated microcrystalline silicon is best grown at 200–300 °C in terms of microstructure, H and P content, and dopant activation. The effects of thermal processing and the use of silicon nitride cap deposited prior to anneal on the structure and properties of phosphorous-doped hydrogenated microcrystalline silicon are also reported. The use of a silicon nitride capping layer is shown to inhibit recrystallization of hydrogenated microcrystalline silicon during rapid thermal anneal.","1991-04-15","2025-04-14 18:38:36","2025-04-14 18:38:36","2025-04-14 18:38:36","1632-1634","","15","58","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5BVR9JV","journalArticle","1957","Thorpe, George L.","TREATING OVERWEIGHT PATIENTS","Journal of the American Medical Association","","0002-9955","10.1001/jama.1957.02980290001001","http://jama.jamanetwork.com/article.aspx?doi=10.1001/jama.1957.02980290001001","","1957-11-16","2025-04-14 18:38:41","2025-04-14 18:38:41","2025-04-14 18:38:41","1361","","11","165","","JAMA","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VG2XMEP8","journalArticle","2014","Nguyen, Khoi T.; Nguyen, Tuan D.; Nguyen, Anh V.","Strong Cooperative Effect of Oppositely Charged Surfactant Mixtures on Their Adsorption and Packing at the Air–Water Interface and Interfacial Water Structure","Langmuir","","0743-7463, 1520-5827","10.1021/la500256a","https://pubs.acs.org/doi/10.1021/la500256a","","2014-06-24","2025-04-14 18:38:42","2025-04-14 18:38:42","2025-04-14 18:38:42","7047-7051","","24","30","","Langmuir","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ZDFIR4M","journalArticle","2014","Lee, Lita; Ma, Haifeng; Brooksby, Paula A.; Brown, Simon A.; Leroux, Yann R.; Hapiot, Philippe; Downard, Alison J.","Covalently Anchored Carboxyphenyl Monolayer via Aryldiazonium Ion Grafting: A Well-Defined Reactive Tether Layer for On-Surface Chemistry","Langmuir","","0743-7463, 1520-5827","10.1021/la5013632","https://pubs.acs.org/doi/10.1021/la5013632","","2014-06-24","2025-04-14 18:38:42","2025-04-14 18:38:42","2025-04-14 18:38:42","7104-7111","","24","30","","Langmuir","Covalently Anchored Carboxyphenyl Monolayer via Aryldiazonium Ion Grafting","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U33XKGUW","journalArticle","2014","Barker, Nick","Adult intestinal stem cells: critical drivers of epithelial homeostasis and regeneration","Nature Reviews Molecular Cell Biology","","1471-0072, 1471-0080","10.1038/nrm3721","https://www.nature.com/articles/nrm3721","","2014-01","2025-04-14 18:38:43","2025-04-14 18:38:43","2025-04-14 18:38:43","19-33","","1","15","","Nat Rev Mol Cell Biol","Adult intestinal stem cells","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\4CH7VP9A\Barker - 2014 - Adult intestinal stem cells critical drivers of epithelial homeostasis and regeneration.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IEB3B86P","journalArticle","1970","Lombardi, John R.","5142-Å Transition in Thiophosgene (π* ← n); Rotational Analysis and Excited-State Structure","The Journal of Chemical Physics","","0021-9606, 1089-7690","10.1063/1.1672915","https://pubs.aip.org/jcp/article/52/12/6126/773122/5142-A-Transition-in-Thiophosgene-n-Rotational","Rotational structure is observed in the 210310410 vibronic band of the lowest singlet π* ← n transition of thiophosgene (5142 Å). Computer analysis gives three excited-state moments of inertia, from which, assuming a value for the C–S bond length, an excited-state structure may be determined.","1970-06-15","2025-04-14 18:38:45","2025-04-14 18:38:45","2025-04-14 18:38:45","6126-6129","","12","52","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
